Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Task,Task Status
79628728,A user views the launch page,"",1,"Sep 22, 2014","Sep 28, 2014",feature,1,unstarted,"Sep 26, 2014",,,Aaron Gray,,https://www.pivotaltracker.com/story/show/79628728,,Include the marketing image.,not completed
