Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Task,Task Status,Task,Task Status,Task,Task Status
79721238,User enjoys fancy layout,stretch,,,,feature,2,unstarted,"Sep 29, 2014",,,Aaron Gray,,https://www.pivotaltracker.com/story/show/79721238,,"Move image into asset pipeline, include as background with CSS",not completed,List three features as columns,not completed,Add body copy under the feature columns,not completed
